#Thorlabs FTS
[SpectrumHeader]
#Date;20201123
#Time;11302313
#GMTTime;11302313
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;29.250000
#TriggerMode;0
#InterferometerSerial;M00492351
#Source;
#AirMeasureOpt;0
#WnrMin;9861.338867
#WnrMax;50589.066406
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#Instrument;0
#InstrModel;CCS200
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
3.464316101e+02;5.159179564e-04
3.466424866e+02;5.970229977e-04
3.468533936e+02;2.185329504e-04
3.470643311e+02;-1.214322285e-03
3.472752686e+02;8.944080328e-04
3.474862061e+02;-7.885209197e-05
3.476971741e+02;1.516213175e-03
3.479081726e+02;4.888830008e-04
3.481191711e+02;1.083653071e-03
3.483301697e+02;9.755130741e-04
3.485411987e+02;-8.899021777e-04
3.487522583e+02;5.699879839e-04
3.489633179e+02;6.781279808e-04
3.491743774e+02;-6.195521564e-04
3.493854675e+02;4.888830008e-04
3.495965881e+02;-4.032721336e-04
3.498077087e+02;2.300228225e-03
3.500188293e+02;1.164758112e-03
3.502300110e+02;1.354003092e-03
3.504411621e+02;7.862680359e-04
3.506523438e+02;6.240580115e-04
3.508635559e+02;-7.885209197e-05
3.510747681e+02;2.455679351e-04
3.512860107e+02;-1.052112202e-03
3.514972534e+02;2.110983245e-03
3.517084961e+02;1.137723099e-03
3.519197998e+02;7.862680359e-04
3.521310730e+02;5.970229977e-04
3.523423767e+02;3.057208378e-03
3.525537109e+02;1.651388127e-03
3.527650452e+02;3.807429748e-04
3.529764099e+02;-2.140271099e-04
3.531877747e+02;9.214430465e-04
3.533991699e+02;-7.276921533e-04
3.536105652e+02;2.185329504e-04
3.538219910e+02;-1.052112202e-03
3.540334167e+02;1.894703135e-03
3.542448730e+02;1.374279382e-04
3.544563293e+02;6.240580115e-04
3.546678162e+02;-4.573421320e-04
3.548793030e+02;1.489178161e-03
3.550908203e+02;8.944080328e-04
3.553023376e+02;-1.058870985e-04
3.555138855e+02;4.618479870e-04
3.557254333e+02;1.597318100e-03
3.559370117e+02;-8.358322084e-04
3.561485901e+02;-5.654821871e-04
3.563601990e+02;-1.869921107e-04
3.565718079e+02;9.214430465e-04
3.567834473e+02;-1.052112202e-03
3.569951172e+02;1.354003092e-03
3.572067566e+02;1.570283086e-03
3.574184570e+02;1.840633107e-03
3.576301575e+02;6.510930252e-04
3.578418579e+02;1.644629374e-04
3.580535889e+02;4.618479870e-04
3.582653198e+02;1.894703135e-03
3.584770813e+02;2.996379626e-04
3.586888428e+02;9.214430465e-04
3.589006348e+02;1.516213175e-03
3.591124268e+02;-6.736221840e-04
3.593242493e+02;-6.195521564e-04
3.595361023e+02;1.218828023e-03
3.597479553e+02;-7.276921533e-04
3.599598083e+02;2.138018142e-03
3.601716919e+02;2.732788213e-03
3.603835754e+02;6.781279808e-04
3.605954895e+02;-5.925171426e-04
3.608074341e+02;-4.032721336e-04
3.610193481e+02;-6.465871702e-04
3.612313232e+02;2.894998295e-03
3.614432983e+02;-5.114121595e-04
3.616552734e+02;6.240580115e-04
3.618672791e+02;-1.869921107e-04
3.620792847e+02;3.807429748e-04
3.622913208e+02;7.321980083e-04
3.625033875e+02;-5.181708912e-05
3.627154541e+02;-4.843771458e-04
3.629275208e+02;9.214430465e-04
3.631396179e+02;-1.869921107e-04
3.633517456e+02;3.266729473e-04
3.635638428e+02;1.029583043e-03
3.637760010e+02;2.165053273e-03
3.639881592e+02;1.103929317e-04
3.642003174e+02;1.813598210e-03
3.644125061e+02;8.944080328e-04
3.646247253e+02;1.914979366e-04
3.648369446e+02;2.928792128e-05
3.650491638e+02;1.624353114e-03
3.652614136e+02;-5.181708912e-05
3.654736633e+02;1.435108134e-03
3.656859436e+02;-6.195521564e-04
3.658982544e+02;1.374279382e-04
3.661105652e+02;1.299933065e-03
3.663228760e+02;1.137723099e-03
3.665352173e+02;-1.106182230e-03
3.667475586e+02;3.537079610e-04
3.669599304e+02;-2.376827411e-03
3.671723328e+02;1.056618057e-03
3.673847351e+02;5.970229977e-04
3.675971375e+02;-7.885209197e-05
3.678095703e+02;7.592330221e-04
3.680220337e+02;4.348129733e-04
3.682344971e+02;1.164758112e-03
3.684469604e+02;1.867668121e-03
3.686594543e+02;-3.492021351e-04
3.688719482e+02;1.002548030e-03
3.690844727e+02;-1.329220977e-04
3.692970276e+02;1.164758112e-03
3.695095825e+02;-3.492021351e-04
3.697221375e+02;6.510930252e-04
3.699347229e+02;-5.384471733e-04
3.701473083e+02;-1.869921107e-04
3.703599243e+02;1.272898051e-03
3.705725708e+02;1.651388127e-03
3.707852173e+02;1.678423141e-03
3.709978638e+02;2.056913218e-03
3.712105408e+02;5.699879839e-04
3.714232178e+02;8.944080328e-04
3.716359253e+02;2.455679351e-04
3.718486633e+02;-4.843771458e-04
3.720614014e+02;1.056618057e-03
3.722741394e+02;-1.241357299e-03
3.724869080e+02;3.537079610e-04
3.726996765e+02;1.374279382e-04
3.729124756e+02;5.632292232e-05
3.731253052e+02;-7.885209197e-05
3.733381042e+02;-5.181708912e-05
3.735509644e+02;3.266729473e-04
3.737638245e+02;9.755130741e-04
3.739766846e+02;-3.762371198e-04
3.741895752e+02;5.429529701e-04
3.744024658e+02;1.374279382e-04
3.746153870e+02;1.435108134e-03
3.748283081e+02;1.299933065e-03
3.750412598e+02;-3.221671213e-04
3.752542419e+02;1.408073120e-03
3.754672241e+02;-5.114121595e-04
3.756802063e+02;-8.087971946e-04
3.758932190e+02;1.408073120e-03
3.761062317e+02;-9.710072191e-04
3.763192749e+02;2.408368280e-03
3.765323181e+02;4.888830008e-04
3.767453918e+02;1.110688085e-03
3.769584656e+02;-3.762371198e-04
3.771715698e+02;2.185329504e-04
3.773846741e+02;1.374279382e-04
3.775978088e+02;-5.654821871e-04
3.778109436e+02;1.948773162e-03
3.780241089e+02;1.354003092e-03
3.782372742e+02;-4.032721336e-04
3.784504700e+02;-5.114121595e-04
3.786636658e+02;1.110688085e-03
3.788768921e+02;2.185329504e-04
3.790901184e+02;2.381333150e-03
3.793033752e+02;9.214430465e-04
3.795166321e+02;9.484780603e-04
3.797299194e+02;4.077779595e-04
3.799432068e+02;8.403380052e-04
3.801565247e+02;8.673730190e-04
3.803698425e+02;7.321980083e-04
3.805831909e+02;-1.869921107e-04
3.807965393e+02;-8.899021777e-04
3.810099182e+02;2.138018142e-03
3.812232971e+02;7.592330221e-04
3.814366760e+02;1.103929317e-04
3.816501160e+02;1.164758112e-03
3.818635254e+02;8.403380052e-04
3.820769653e+02;1.272898051e-03
3.822904358e+02;1.299933065e-03
3.825039063e+02;9.214430465e-04
3.827174072e+02;4.077779595e-04
3.829309082e+02;4.888830008e-04
3.831444092e+02;1.644629374e-04
3.833579407e+02;8.673730190e-04
3.835715027e+02;2.928792128e-05
3.837850647e+02;2.678718185e-03
3.839986572e+02;8.673730190e-04
3.842122498e+02;6.510930252e-04
3.844258423e+02;-5.384471733e-04
3.846394653e+02;-4.303071473e-04
3.848531189e+02;4.618479870e-04
3.850667725e+02;-2.410621091e-04
3.852804260e+02;3.266729473e-04
3.854941101e+02;1.245863037e-03
3.857078247e+02;-2.478208626e-05
3.859215393e+02;-5.384471733e-04
3.861352539e+02;-7.006571977e-04
3.863489990e+02;3.165348433e-03
3.865627441e+02;2.726029488e-04
3.867765198e+02;-9.980421746e-04
3.869903259e+02;1.245863037e-03
3.872041321e+02;2.543543233e-03
3.874179382e+02;5.159179564e-04
3.876317749e+02;2.327263122e-03
3.878456116e+02;1.840633107e-03
3.880594788e+02;1.083653071e-03
3.882733459e+02;6.240580115e-04
3.884872437e+02;1.002548030e-03
3.887011414e+02;1.056618057e-03
3.889150696e+02;-2.140271099e-04
3.891290283e+02;-8.899021777e-04
3.893429565e+02;9.755130741e-04
3.895569458e+02;2.165053273e-03
3.897709045e+02;6.781279808e-04
3.899849243e+02;-4.032721336e-04
3.901989136e+02;1.374279382e-04
3.904129333e+02;8.944080328e-04
3.906269836e+02;1.191793126e-03
3.908410339e+02;3.807429748e-04
3.910551147e+02;2.597613260e-03
3.912691956e+02;1.326968079e-03
3.914833069e+02;2.813893370e-03
3.916974182e+02;1.644629374e-04
3.919115601e+02;1.597318100e-03
3.921257019e+02;1.570283086e-03
3.923398438e+02;4.618479870e-04
3.925540161e+02;1.894703135e-03
3.927682190e+02;2.192088170e-03
3.929824219e+02;5.429529701e-04
3.931966248e+02;4.348129733e-04
3.934108582e+02;-1.619847259e-03
3.936251221e+02;1.029583043e-03
3.938393860e+02;2.300228225e-03
3.940536499e+02;6.240580115e-04
3.942679443e+02;-7.817621808e-04
3.944822693e+02;1.137723099e-03
3.946965942e+02;2.996379626e-04
3.949109192e+02;-8.899021777e-04
3.951252747e+02;1.435108134e-03
3.953396301e+02;5.970229977e-04
3.955540161e+02;1.272898051e-03
3.957684021e+02;1.002548030e-03
3.959828186e+02;3.537079610e-04
3.961972656e+02;5.699879839e-04
3.964116821e+02;-1.484672306e-03
3.966261597e+02;1.489178161e-03
3.968406067e+02;9.214430465e-04
3.970551147e+02;1.002548030e-03
3.972695923e+02;1.056618057e-03
3.974841309e+02;1.381038106e-03
3.976986389e+02;-2.951321367e-04
3.979131775e+02;-2.140271099e-04
3.981277466e+02;-6.195521564e-04
3.983423157e+02;-1.187287271e-03
3.985569153e+02;1.029583043e-03
3.987715149e+02;3.003138350e-03
3.989861450e+02;-1.869921107e-04
3.992007751e+02;1.083653071e-03
3.994154053e+02;4.888830008e-04
3.996300659e+02;2.110983245e-03
3.998447571e+02;1.002548030e-03
4.000594482e+02;1.218828023e-03
4.002741394e+02;7.321980083e-04
4.004888611e+02;7.321980083e-04
4.007036133e+02;5.699879839e-04
4.009183655e+02;3.030173248e-03
4.011331177e+02;-5.654821871e-04
4.013479004e+02;-3.762371198e-04
4.015626831e+02;2.185329504e-04
4.017774963e+02;2.083948115e-03
4.019923096e+02;1.137723099e-03
4.022071533e+02;2.928792128e-05
4.024219971e+02;4.348129733e-04
4.026368713e+02;5.159179564e-04
4.028517456e+02;1.786563196e-03
4.030666504e+02;9.484780603e-04
4.032815552e+02;3.057208378e-03
4.034964905e+02;-9.439722053e-04
4.037114258e+02;2.002843190e-03
4.039263916e+02;-9.710072191e-04
4.041413574e+02;1.299933065e-03
4.043563538e+02;1.489178161e-03
4.045713501e+02;2.705753315e-03
4.047863464e+02;-4.303071473e-04
4.050013733e+02;2.928792128e-05
4.052164307e+02;8.133030497e-04
4.054314880e+02;2.597613260e-03
4.056465454e+02;9.484780603e-04
4.058616333e+02;1.516213175e-03
4.060767517e+02;8.403380052e-04
4.062918701e+02;1.914979366e-04
4.065069885e+02;5.970229977e-04
4.067221375e+02;1.624353114e-03
4.069372864e+02;-1.869921107e-04
4.071524658e+02;1.840633107e-03
4.073676453e+02;5.632292232e-05
4.075828552e+02;1.705458155e-03
4.077980652e+02;1.245863037e-03
4.080133057e+02;1.002548030e-03
4.082285461e+02;-5.114121595e-04
4.084438171e+02;1.732493169e-03
4.086590881e+02;-3.492021351e-04
4.088743896e+02;4.618479870e-04
4.090896912e+02;8.673730190e-04
4.093049927e+02;4.888830008e-04
4.095203247e+02;-1.430602279e-03
4.097356873e+02;8.944080328e-04
4.099510498e+02;1.408073120e-03
4.101664429e+02;8.133030497e-04
4.103818054e+02;1.002548030e-03
4.105972290e+02;1.218828023e-03
4.108126526e+02;2.002843190e-03
4.110280762e+02;3.807429748e-04
4.112435303e+02;1.002548030e-03
4.114589844e+02;2.726029488e-04
4.116744690e+02;7.321980083e-04
4.118899841e+02;5.429529701e-04
4.121054688e+02;-3.762371198e-04
4.123210144e+02;8.673730190e-04
4.125365295e+02;2.726029488e-04
4.127521057e+02;1.651388127e-03
4.129676514e+02;1.597318100e-03
4.131832275e+02;1.218828023e-03
4.133988342e+02;9.484780603e-04
4.136144409e+02;5.159179564e-04
4.138300781e+02;-7.006571977e-04
4.140457153e+02;1.374279382e-04
4.142613525e+02;-1.869921107e-04
4.144770203e+02;1.435108134e-03
4.146927185e+02;8.403380052e-04
4.149084167e+02;-5.654821871e-04
4.151241150e+02;2.996379626e-04
4.153398438e+02;1.894703135e-03
4.155555725e+02;-7.885209197e-05
4.157713318e+02;9.484780603e-04
4.159870911e+02;1.516213175e-03
4.162028809e+02;-4.843771458e-04
4.164187012e+02;-2.140271099e-04
4.166344910e+02;-7.006571977e-04
4.168503113e+02;2.726029488e-04
4.170661621e+02;8.944080328e-04
4.172820129e+02;-3.762371198e-04
4.174978943e+02;1.137723099e-03
4.177137756e+02;-9.439722053e-04
4.179296570e+02;1.408073120e-03
4.181455994e+02;1.914979366e-04
4.183615112e+02;1.191793126e-03
4.185774536e+02;-5.384471733e-04
4.187933960e+02;1.651388127e-03
4.190093689e+02;2.185329504e-04
4.192253723e+02;1.408073120e-03
4.194413757e+02;1.678423141e-03
4.196573792e+02;1.245863037e-03
4.198734131e+02;1.103929317e-04
4.200894470e+02;6.781279808e-04
4.203055115e+02;1.543248072e-03
4.205215759e+02;8.133030497e-04
4.207376709e+02;8.944080328e-04
4.209537659e+02;9.214430465e-04
4.211698608e+02;5.632292232e-05
4.213860168e+02;2.543543233e-03
4.216021423e+02;1.381038106e-03
4.218182983e+02;1.029583043e-03
4.220344849e+02;-1.025077188e-03
4.222506714e+02;-6.465871702e-04
4.224668579e+02;3.266729473e-04
4.226830750e+02;1.083653071e-03
4.228992920e+02;-7.885209197e-05
4.231155396e+02;1.110688085e-03
4.233317871e+02;2.083948115e-03
4.235480652e+02;1.462143147e-03
4.237643738e+02;8.403380052e-04
4.239806519e+02;3.537079610e-04
4.241969604e+02;7.592330221e-04
4.244132996e+02;8.944080328e-04
4.246296387e+02;-1.869921107e-04
4.248460083e+02;1.786563196e-03
4.250623779e+02;-2.140271099e-04
4.252787476e+02;2.083948115e-03
4.254951477e+02;1.103929317e-04
4.257115784e+02;-5.654821871e-04
4.259280090e+02;1.408073120e-03
4.261444397e+02;1.678423141e-03
4.263609009e+02;4.348129733e-04
4.265773621e+02;3.273488255e-03
4.267938538e+02;-1.025077188e-03
4.270103455e+02;-3.221671213e-04
4.272268677e+02;6.781279808e-04
4.274433899e+02;1.678423141e-03
4.276599426e+02;1.164758112e-03
4.278764954e+02;2.354298253e-03
4.280930786e+02;6.510930252e-04
4.283096619e+02;2.759823343e-03
4.285262451e+02;2.543543233e-03
4.287428589e+02;6.510930252e-04
4.289595032e+02;1.218828023e-03
4.291761475e+02;8.133030497e-04
4.293927917e+02;2.327263122e-03
4.296094666e+02;1.543248072e-03
4.298261414e+02;7.592330221e-04
4.300428467e+02;1.083653071e-03
4.302595520e+02;1.840633107e-03
4.304762878e+02;9.214430465e-04
4.306930237e+02;1.894703135e-03
4.309097900e+02;2.894998295e-03
4.311265564e+02;-1.329220977e-04
4.313433533e+02;-5.114121595e-04
4.315601501e+02;4.888830008e-04
4.317769470e+02;3.266729473e-04
4.319937744e+02;6.781279808e-04
4.322106323e+02;1.218828023e-03
4.324274902e+02;1.705458155e-03
4.326443481e+02;1.083653071e-03
4.328612366e+02;9.214430465e-04
4.330781250e+02;1.272898051e-03
4.332950439e+02;-1.599571115e-04
4.335119629e+02;2.273193328e-03
4.337289124e+02;-7.276921533e-04
4.339458618e+02;1.408073120e-03
4.341628418e+02;-3.492021351e-04
4.343798218e+02;5.699879839e-04
4.345968018e+02;2.029878087e-03
4.348138123e+02;1.164758112e-03
4.350308533e+02;6.781279808e-04
4.352478943e+02;2.928792128e-05
4.354649353e+02;1.029583043e-03
4.356820068e+02;2.455679351e-04
4.358990784e+02;5.970229977e-04
4.361161804e+02;1.218828023e-03
4.363332825e+02;-1.869921107e-04
4.365504150e+02;2.354298253e-03
4.367675476e+02;-2.951321367e-04
4.369847107e+02;-5.654821871e-04
4.372018738e+02;1.651388127e-03
4.374190369e+02;1.813598210e-03
4.376362305e+02;7.321980083e-04
4.378534546e+02;1.137723099e-03
4.380706787e+02;4.077779595e-04
4.382879028e+02;1.002548030e-03
4.385051575e+02;1.570283086e-03
4.387224121e+02;2.435403178e-03
4.389396973e+02;2.185329504e-04
4.391569824e+02;6.510930252e-04
4.393742981e+02;-5.181708912e-05
4.395916138e+02;1.813598210e-03
4.398089600e+02;-6.736221840e-04
4.400263062e+02;1.948773162e-03
4.402436523e+02;6.781279808e-04
4.404610291e+02;2.996379626e-04
4.406784363e+02;8.673730190e-04
4.408958435e+02;3.111278405e-03
4.411132507e+02;2.110983245e-03
4.413306885e+02;5.699879839e-04
4.415481262e+02;1.435108134e-03
4.417655945e+02;1.326968079e-03
4.419830627e+02;2.029878087e-03
4.422005615e+02;9.214430465e-04
4.424180603e+02;-5.181708912e-05
4.426355591e+02;-7.885209197e-05
4.428530884e+02;3.537079610e-04
4.430706482e+02;1.374279382e-04
4.432882080e+02;6.781279808e-04
4.435057678e+02;3.807429748e-04
4.437233582e+02;1.326968079e-03
4.439409790e+02;1.543248072e-03
4.441585693e+02;1.489178161e-03
4.443762207e+02;1.326968079e-03
4.445938416e+02;9.755130741e-04
4.448114929e+02;2.327263122e-03
4.450291748e+02;-7.006571977e-04
4.452468567e+02;-1.058870985e-04
4.454645691e+02;8.335792518e-05
4.456822815e+02;2.462438308e-03
4.458999939e+02;-7.276921533e-04
4.461177368e+02;1.543248072e-03
4.463354797e+02;4.348129733e-04
4.465532532e+02;1.948773162e-03
4.467710266e+02;-5.654821871e-04
4.469888306e+02;1.759528182e-03
4.472066345e+02;7.862680359e-04
4.474244690e+02;6.781279808e-04
4.476423035e+02;1.110688085e-03
4.478601685e+02;1.191793126e-03
4.480780334e+02;2.928792128e-05
4.482958984e+02;1.408073120e-03
4.485137939e+02;-2.951321367e-04
4.487316895e+02;1.894703135e-03
4.489496155e+02;1.272898051e-03
4.491675415e+02;1.975808293e-03
4.493854980e+02;-3.221671213e-04
4.496034546e+02;-8.358322084e-04
4.498214417e+02;-1.052112202e-03
4.500394287e+02;2.813893370e-03
4.502574463e+02;2.354298253e-03
4.504754639e+02;2.056913218e-03
4.506934814e+02;2.273193328e-03
4.509115295e+02;1.516213175e-03
4.511295776e+02;1.381038106e-03
4.513476563e+02;1.624353114e-03
4.515657654e+02;2.083948115e-03
4.517838440e+02;2.138018142e-03
4.520019531e+02;3.057208378e-03
4.522200928e+02;2.002843190e-03
4.524382324e+02;1.597318100e-03
4.526564026e+02;1.678423141e-03
4.528745728e+02;1.029583043e-03
4.530927429e+02;2.029878087e-03
4.533109436e+02;-1.869921107e-04
4.535291443e+02;2.192088170e-03
4.537473755e+02;1.921738149e-03
4.539656067e+02;1.056618057e-03
4.541838684e+02;-8.628672222e-04
4.544021301e+02;1.516213175e-03
4.546204224e+02;1.732493169e-03
4.548387146e+02;1.272898051e-03
4.550570374e+02;-4.843771458e-04
4.552753601e+02;5.429529701e-04
4.554936829e+02;-5.181708912e-05
4.557120361e+02;-6.736221840e-04
4.559303894e+02;1.002548030e-03
4.561487732e+02;3.537079610e-04
4.563671570e+02;8.403380052e-04
4.565855713e+02;2.976103220e-03
4.568039856e+02;1.083653071e-03
4.570224304e+02;-2.140271099e-04
4.572408752e+02;1.408073120e-03
4.574593201e+02;2.327263122e-03
4.576777954e+02;4.618479870e-04
4.578962708e+02;1.867668121e-03
4.581147766e+02;3.266729473e-04
4.583332825e+02;9.755130741e-04
4.585518188e+02;1.408073120e-03
4.587703552e+02;1.914979366e-04
4.589889221e+02;9.214430465e-04
4.592074890e+02;1.435108134e-03
4.594260864e+02;2.408368280e-03
4.596446838e+02;1.002548030e-03
4.598632813e+02;2.165053273e-03
4.600819092e+02;1.110688085e-03
4.603005371e+02;5.970229977e-04
4.605191956e+02;-5.384471733e-04
4.607378540e+02;1.624353114e-03
4.609565430e+02;8.673730190e-04
4.611752319e+02;2.543543233e-03
4.613939514e+02;1.914979366e-04
4.616126709e+02;-8.628672222e-04
4.618313904e+02;1.299933065e-03
4.620501404e+02;4.348129733e-04
4.622688904e+02;3.537079610e-04
4.624876709e+02;-3.762371198e-04
4.627064514e+02;6.240580115e-04
4.629252625e+02;1.894703135e-03
4.631440735e+02;6.510930252e-04
4.633629150e+02;1.624353114e-03
4.635817566e+02;1.435108134e-03
4.638005981e+02;1.002548030e-03
4.640194702e+02;3.266729473e-04
4.642383728e+02;1.516213175e-03
4.644572754e+02;2.056913218e-03
4.646761780e+02;2.516508335e-03
4.648951111e+02;-5.181708912e-05
4.651140442e+02;2.219123300e-03
4.653329773e+02;7.862680359e-04
4.655519409e+02;1.374279382e-04
4.657709351e+02;1.914979366e-04
4.659899292e+02;1.732493169e-03
4.662089233e+02;5.159179564e-04
4.664279480e+02;1.894703135e-03
4.666469727e+02;6.510930252e-04
4.668660278e+02;8.335792518e-05
4.670850830e+02;1.299933065e-03
4.673041687e+02;-3.221671213e-04
4.675232544e+02;1.759528182e-03
4.677423706e+02;7.051629946e-04
4.679614868e+02;1.786563196e-03
4.681806030e+02;1.678423141e-03
4.683997498e+02;1.374279382e-04
4.686188965e+02;1.813598210e-03
4.688380737e+02;-2.680971229e-04
4.690572510e+02;6.510930252e-04
4.692764587e+02;8.944080328e-04
4.694956665e+02;2.252917056e-06
4.697148743e+02;1.678423141e-03
4.699341125e+02;3.266729473e-04
4.701533813e+02;1.164758112e-03
4.703726501e+02;2.705753315e-03
4.705919189e+02;1.489178161e-03
4.708112183e+02;2.381333150e-03
4.710305176e+02;6.781279808e-04
4.712498169e+02;1.083653071e-03
4.714691467e+02;7.321980083e-04
4.716885071e+02;2.273193328e-03
4.719078674e+02;2.705753315e-03
4.721272278e+02;2.029878087e-03
4.723466187e+02;1.462143147e-03
4.725660095e+02;1.543248072e-03
4.727854309e+02;2.570578363e-03
4.730048523e+02;1.975808293e-03
4.732243042e+02;1.651388127e-03
4.734437561e+02;2.056913218e-03
4.736632080e+02;2.185329504e-04
4.738826904e+02;-1.944267307e-03
4.741022034e+02;8.403380052e-04
4.743217163e+02;1.624353114e-03
4.745412292e+02;6.510930252e-04
4.747607727e+02;8.673730190e-04
4.749803162e+02;5.699879839e-04
4.751998596e+02;2.996379626e-04
4.754194336e+02;1.326968079e-03
4.756390381e+02;8.133030497e-04
4.758586426e+02;1.786563196e-03
4.760782471e+02;1.914979366e-04
4.762978821e+02;5.632292232e-05
4.765175171e+02;1.759528182e-03
4.767371826e+02;-5.114121595e-04
4.769568481e+02;1.299933065e-03
4.771765137e+02;9.484780603e-04
4.773962097e+02;9.214430465e-04
4.776159363e+02;8.944080328e-04
4.778356628e+02;1.516213175e-03
4.780553894e+02;3.537079610e-04
4.782751465e+02;2.273193328e-03
4.784949036e+02;1.543248072e-03
4.787146606e+02;-4.032721336e-04
4.789344482e+02;2.928792128e-05
4.791542664e+02;1.191793126e-03
4.793740845e+02;1.029583043e-03
4.795939026e+02;1.408073120e-03
4.798137512e+02;4.077779595e-04
4.800335999e+02;4.888830008e-04
4.802534790e+02;1.029583043e-03
4.804733582e+02;-1.058870985e-04
4.806932678e+02;7.051629946e-04
4.809131775e+02;-5.384471733e-04
4.811330872e+02;1.813598210e-03
4.813530273e+02;1.110688085e-03
4.815729675e+02;1.813598210e-03
4.817929382e+02;1.759528182e-03
4.820129089e+02;8.335792518e-05
4.822329102e+02;-1.025077188e-03
4.824529114e+02;-5.181708912e-05
4.826729126e+02;8.335792518e-05
4.828929443e+02;-2.410621091e-04
4.831130066e+02;-3.762371198e-04
4.833330688e+02;7.592330221e-04
4.835531311e+02;2.922033193e-03
4.837732239e+02;-1.599571115e-04
4.839933167e+02;1.948773162e-03
4.842134094e+02;-1.430602279e-03
4.844335327e+02;1.975808293e-03
4.846536865e+02;2.327263122e-03
4.848738098e+02;7.862680359e-04
4.850939941e+02;-4.032721336e-04
4.853141785e+02;4.348129733e-04
4.855343628e+02;-1.025077188e-03
4.857545471e+02;1.489178161e-03
4.859747620e+02;-2.410621091e-04
4.861950073e+02;-6.465871702e-04
4.864152527e+02;-1.025077188e-03
4.866354980e+02;5.632292232e-05
4.868557739e+02;-4.573421320e-04
4.870760498e+02;6.510930252e-04
4.872963562e+02;1.374279382e-04
4.875166626e+02;1.570283086e-03
4.877369690e+02;-7.006571977e-04
4.879573059e+02;1.103929317e-04
4.881776733e+02;2.252917056e-06
4.883980103e+02;6.240580115e-04
4.886184082e+02;1.489178161e-03
4.888387756e+02;1.651388127e-03
4.890592041e+02;1.056618057e-03
4.892796021e+02;1.381038106e-03
4.895000305e+02;2.219123300e-03
4.897204895e+02;2.029878087e-03
4.899409180e+02;1.326968079e-03
4.901614075e+02;1.644629374e-04
4.903818665e+02;3.266729473e-04
4.906023865e+02;1.732493169e-03
4.908228760e+02;-4.032721336e-04
4.910433960e+02;1.299933065e-03
4.912639465e+02;7.592330221e-04
4.914844666e+02;1.867668121e-03
4.917050476e+02;-8.899021777e-04
4.919256287e+02;-2.140271099e-04
4.921462097e+02;-5.114121595e-04
4.923667908e+02;1.644629374e-04
4.925874023e+02;3.266729473e-04
4.928080444e+02;-2.951321367e-04
4.930286865e+02;4.348129733e-04
4.932493286e+02;4.077779595e-04
4.934700012e+02;2.083948115e-03
4.936906738e+02;1.759528182e-03
4.939113770e+02;6.781279808e-04
4.941320801e+02;1.137723099e-03
4.943527832e+02;-5.925171426e-04
4.945735168e+02;2.002843190e-03
4.947942810e+02;-5.654821871e-04
4.950150146e+02;3.192383330e-03
4.952358093e+02;-6.195521564e-04
4.954565735e+02;6.240580115e-04
4.956773682e+02;-7.817621808e-04
4.958981934e+02;1.759528182e-03
4.961190186e+02;1.543248072e-03
4.963398438e+02;1.354003092e-03
4.965606995e+02;-8.628672222e-04
4.967815552e+02;2.273193328e-03
4.970024414e+02;1.381038106e-03
4.972233276e+02;2.381333150e-03
4.974442139e+02;1.624353114e-03
4.976651306e+02;3.138313303e-03
4.978860779e+02;-3.221671213e-04
4.981069946e+02;2.435403178e-03
4.983279724e+02;1.840633107e-03
4.985489197e+02;1.137723099e-03
4.987698975e+02;6.510930252e-04
4.989909058e+02;1.894703135e-03
4.992119141e+02;-4.032721336e-04
4.994329224e+02;6.781279808e-04
4.996539612e+02;-2.478208626e-05
4.998750000e+02;2.002843190e-03
5.000960693e+02;-1.160252257e-03
5.003171387e+02;8.944080328e-04
5.005382080e+02;-4.032721336e-04
5.007593079e+02;1.914979366e-04
5.009804382e+02;3.246453358e-03
5.012015381e+02;2.002843190e-03
5.014226990e+02;-4.843771458e-04
5.016438293e+02;2.516508335e-03
5.018649902e+02;-4.032721336e-04
5.020861816e+02;3.807429748e-04
5.023073730e+02;2.489473205e-03
5.025285645e+02;1.326968079e-03
5.027497864e+02;-2.478208626e-05
5.029710083e+02;2.726029488e-04
5.031922607e+02;1.354003092e-03
5.034135132e+02;4.618479870e-04
5.036347656e+02;1.137723099e-03
5.038560486e+02;4.888830008e-04
5.040773621e+02;1.374279382e-04
5.042986450e+02;2.678718185e-03
5.045199585e+02;2.759823343e-03
5.047413025e+02;3.537079610e-04
5.049626465e+02;2.185329504e-04
5.051840210e+02;1.137723099e-03
5.054053650e+02;-5.181708912e-05
5.056267700e+02;1.272898051e-03
5.058481445e+02;4.348129733e-04
5.060695801e+02;8.403380052e-04
5.062909851e+02;1.374279382e-04
5.065124207e+02;8.673730190e-04
5.067338867e+02;3.807429748e-04
5.069553223e+02;1.002548030e-03
5.071768188e+02;-2.410621091e-04
5.073982849e+02;1.326968079e-03
5.076198120e+02;9.755130741e-04
5.078413086e+02;7.592330221e-04
5.080628357e+02;1.678423141e-03
5.082843628e+02;4.077779595e-04
